timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706188038710,483,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-99,text,true,,2310,635,6,6,https://blazedemo.com/reserve.php,482,0,145
1706188038810,416,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-98,text,true,,2432,637,7,7,https://blazedemo.com/reserve.php,416,0,116
1706188038910,400,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-97,text,true,,2383,640,7,7,https://blazedemo.com/reserve.php,399,0,127
1706188039010,441,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-96,text,true,,2480,635,9,9,https://blazedemo.com/reserve.php,426,0,109
1706188039112,381,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-95,text,true,,2360,632,9,9,https://blazedemo.com/reserve.php,381,0,112
1706188039193,364,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-99,text,true,,2690,689,10,10,https://blazedemo.com/purchase.php,364,0,0
1706188039227,335,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-98,text,true,,2538,689,10,10,https://blazedemo.com/purchase.php,335,0,0
1706188039211,398,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-94,text,true,,2410,635,10,10,https://blazedemo.com/reserve.php,395,0,112
1706188039310,318,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-97,text,true,,2545,689,11,11,https://blazedemo.com/purchase.php,317,0,0
1706188038612,1142,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-100,text,true,,2469,632,12,12,https://blazedemo.com/reserve.php,1142,0,236
1706188039451,332,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-96,text,true,,2595,689,12,12,https://blazedemo.com/purchase.php,332,0,0
1706188039312,491,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-93,text,true,,2398,637,12,12,https://blazedemo.com/reserve.php,491,0,125
1706188039557,300,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-99,text,true,,2471,805,13,13,https://blazedemo.com/confirmation.php,300,0,0
1706188039493,364,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-95,text,true,,2676,689,13,13,https://blazedemo.com/purchase.php,364,0,0
1706188039562,302,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-98,text,true,,2490,805,13,13,https://blazedemo.com/confirmation.php,301,0,0
1706188039410,496,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-92,text,true,,2421,640,13,13,https://blazedemo.com/reserve.php,496,0,116
1706188039520,479,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-91,text,true,,2282,635,14,14,https://blazedemo.com/reserve.php,479,0,118
1706188039611,426,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-90,text,true,,2379,632,15,15,https://blazedemo.com/reserve.php,425,0,118
1706188039783,282,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-96,text,true,,2252,805,15,15,https://blazedemo.com/confirmation.php,282,0,0
1706188039803,295,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-93,text,true,,2517,689,15,15,https://blazedemo.com/purchase.php,295,0,0
1706188039711,478,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-89,text,true,,2479,635,16,16,https://blazedemo.com/reserve.php,478,0,123
1706188039907,298,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-92,text,true,,2559,689,16,16,https://blazedemo.com/purchase.php,298,0,0
1706188040000,294,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-91,text,true,,2516,689,17,17,https://blazedemo.com/purchase.php,293,0,0
1706188039858,447,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-99,text,true,,2326,640,17,17,https://blazedemo.com/reserve.php,447,0,128
1706188039865,448,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-98,text,true,,2269,635,18,18,https://blazedemo.com/reserve.php,448,0,114
1706188040037,311,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-90,text,true,,2554,689,18,18,https://blazedemo.com/purchase.php,311,0,0
1706188039912,444,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-87,text,true,,2312,632,18,18,https://blazedemo.com/reserve.php,444,0,120
1706188040012,444,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-86,text,true,,2251,635,19,19,https://blazedemo.com/reserve.php,444,0,125
1706188040066,406,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-96,text,true,,2440,637,19,19,https://blazedemo.com/reserve.php,406,0,125
1706188040205,282,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-92,text,true,,2489,805,19,19,https://blazedemo.com/confirmation.php,282,0,0
1706188040111,437,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-85,text,true,,2286,640,20,20,https://blazedemo.com/reserve.php,436,0,123
1706188040305,275,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-99,text,true,,2452,689,20,20,https://blazedemo.com/purchase.php,275,0,0
1706188039811,773,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-88,text,true,,2273,637,20,20,https://blazedemo.com/reserve.php,773,0,123
1706188040313,278,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-98,text,true,,2471,689,20,20,https://blazedemo.com/purchase.php,271,0,0
1706188040294,297,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-91,text,true,,2431,805,20,20,https://blazedemo.com/confirmation.php,297,0,0
1706188040211,397,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-84,text,true,,2491,635,20,20,https://blazedemo.com/reserve.php,396,0,112
1706188040348,289,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-90,text,true,,2337,805,21,21,https://blazedemo.com/confirmation.php,289,0,0
1706188040189,455,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Stress Testing ) 1-89,text,true,,2530,689,21,21,https://blazedemo.com/purchase.php,455,0,0
