timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1706189529541,275,FindFlights/reserve.php-230,429,Too Many Requests,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-98,text,false,,212,637,5,5,https://blazedemo.com/reserve.php,275,0,109
1706189529441,421,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-99,text,true,,2309,635,6,6,https://blazedemo.com/reserve.php,421,0,112
1706189529742,430,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-96,text,true,,2415,635,9,9,https://blazedemo.com/reserve.php,430,0,125
1706189529862,322,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-99,text,true,,2616,689,9,9,https://blazedemo.com/purchase.php,321,0,0
1706189529816,372,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-98,text,true,,2624,689,9,9,https://blazedemo.com/purchase.php,372,0,0
1706189529642,551,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-97,text,true,,2497,640,9,9,https://blazedemo.com/reserve.php,550,0,111
1706189529843,422,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-95,text,true,,2454,632,10,10,https://blazedemo.com/reserve.php,422,0,110
1706189529343,1051,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-100,text,true,,2237,632,11,11,https://blazedemo.com/reserve.php,1051,0,117
1706189529942,466,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-94,text,true,,2367,635,11,11,https://blazedemo.com/reserve.php,466,0,122
1706189530173,442,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-96,text,true,,2517,689,13,13,https://blazedemo.com/purchase.php,442,0,0
1706189530395,355,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-100,text,true,,2649,689,15,15,https://blazedemo.com/purchase.php,355,0,0
1706189530408,398,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-94,text,true,,2681,689,15,15,https://blazedemo.com/purchase.php,398,0,0
1706189530615,294,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-96,text,true,,2468,805,16,16,https://blazedemo.com/confirmation.php,293,0,0
1706189530442,490,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-89,text,true,,2276,635,16,16,https://blazedemo.com/reserve.php,490,0,108
1706189530541,439,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-88,text,true,,2269,637,17,17,https://blazedemo.com/reserve.php,439,0,121
1706189530265,813,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-95,text,true,,2558,689,18,18,https://blazedemo.com/purchase.php,813,0,0
1706189530807,284,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-94,text,true,,2383,805,18,18,https://blazedemo.com/confirmation.php,284,0,0
1706189530842,290,FindFlights/reserve.php-230,429,Too Many Requests,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-85,text,false,,212,632,18,18,https://blazedemo.com/reserve.php,290,0,120
1706189530184,964,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-99,text,true,,2449,805,19,19,https://blazedemo.com/confirmation.php,964,0,0
1706189530193,967,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-97,text,true,,2446,689,19,19,https://blazedemo.com/purchase.php,966,0,0
1706189530042,1128,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-93,text,true,,2289,637,19,19,https://blazedemo.com/reserve.php,1127,0,112
1706189530933,279,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-89,text,true,,2645,689,19,19,https://blazedemo.com/purchase.php,279,0,0
1706189530141,1104,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-92,text,true,,2463,640,20,20,https://blazedemo.com/reserve.php,1104,0,121
1706189530342,963,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-90,text,true,,2263,632,20,20,https://blazedemo.com/reserve.php,962,0,116
1706189531160,166,PuchaseFlight/confirmation.php-313,429,Too Many Requests,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-97,text,false,Test failed: text expected to contain /Thank you for your purchase today!/,212,805,20,20,https://blazedemo.com/confirmation.php,166,0,0
1706189530188,1181,PuchaseFlight/confirmation.php-313,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-98,text,true,,2496,805,21,21,https://blazedemo.com/confirmation.php,1181,0,0
1706189530980,428,ChooseFlight/purchase.php-237,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-88,text,true,,2685,689,21,21,https://blazedemo.com/purchase.php,426,0,0
1706189530943,483,FindFlights/reserve.php-230,200,OK,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-84,text,true,,2457,637,21,21,https://blazedemo.com/reserve.php,483,0,111
1706189531149,289,FindFlights/reserve.php-230,429,Too Many Requests,jp@gc - Ultimate Thread Group ( Spike Testing ) 1-99,text,false,,212,635,21,21,https://blazedemo.com/reserve.php,289,0,117
